fpr,tpr
0.0,0.0029069767441860465
0.0011609907120743034,0.0029069767441860465
0.0011609907120743034,0.005813953488372093
0.0023219814241486067,0.005813953488372093
0.0023219814241486067,0.011627906976744186
0.0023219814241486067,0.014534883720930232
0.00348297213622291,0.014534883720930232
0.00348297213622291,0.01744186046511628
0.0042569659442724455,0.01744186046511628
0.0042569659442724455,0.020348837209302327
0.0046439628482972135,0.020348837209302327
0.0046439628482972135,0.02616279069767442
0.005030959752321981,0.02616279069767442
0.005030959752321981,0.029069767441860465
0.005417956656346749,0.029069767441860465
0.005417956656346749,0.0377906976744186
0.005804953560371517,0.0377906976744186
0.005804953560371517,0.040697674418604654
0.009287925696594427,0.040697674418604654
0.009287925696594427,0.0436046511627907
0.011609907120743035,0.0436046511627907
0.011609907120743035,0.04941860465116279
0.01238390092879257,0.04941860465116279
0.01238390092879257,0.055232558139534885
0.013544891640866873,0.055232558139534885
0.013544891640866873,0.05813953488372093
0.01393188854489164,0.05813953488372093
0.01393188854489164,0.06686046511627906
0.014705882352941176,0.06686046511627906
0.014705882352941176,0.06976744186046512
0.01780185758513932,0.06976744186046512
0.01780185758513932,0.0755813953488372
0.018188854489164085,0.0755813953488372
0.018188854489164085,0.07848837209302326
0.018962848297213623,0.07848837209302326
0.018962848297213623,0.08139534883720931
0.020510835913312694,0.08139534883720931
0.020510835913312694,0.08430232558139535
0.02089783281733746,0.08430232558139535
0.02089783281733746,0.0872093023255814
0.02128482972136223,0.0872093023255814
0.02128482972136223,0.09011627906976744
0.021671826625386997,0.09011627906976744
0.021671826625386997,0.09302325581395349
0.022058823529411766,0.09302325581395349
0.02244582043343653,0.09593023255813954
0.0228328173374613,0.09593023255813954
0.0228328173374613,0.09883720930232558
0.023606811145510834,0.09883720930232558
0.024380804953560372,0.09883720930232558
0.024380804953560372,0.10465116279069768
0.026702786377708978,0.10465116279069768
0.026702786377708978,0.10755813953488372
0.027476780185758515,0.10755813953488372
0.027476780185758515,0.11337209302325581
0.02786377708978328,0.11337209302325581
0.02786377708978328,0.11627906976744186
0.02825077399380805,0.11627906976744186
0.02825077399380805,0.11918604651162791
0.02863777089783282,0.11918604651162791
0.02863777089783282,0.12209302325581395
0.03173374613003096,0.12209302325581395
0.03173374613003096,0.125
0.03212074303405573,0.125
0.03212074303405573,0.13372093023255813
0.032507739938080496,0.13372093023255813
0.032507739938080496,0.14534883720930233
0.0336687306501548,0.14534883720930233
0.0336687306501548,0.14825581395348839
0.034055727554179564,0.14825581395348839
0.034055727554179564,0.1511627906976744
0.035990712074303405,0.1511627906976744
0.03637770897832817,0.15406976744186046
0.03753869969040248,0.15406976744186046
0.03753869969040248,0.16279069767441862
0.039473684210526314,0.16279069767441862
0.039473684210526314,0.16569767441860464
0.041408668730650154,0.16569767441860464
0.041408668730650154,0.17151162790697674
0.046052631578947366,0.17151162790697674
0.046052631578947366,0.1744186046511628
0.0468266253869969,0.1744186046511628
0.0468266253869969,0.18023255813953487
0.04837461300309598,0.18023255813953487
0.04837461300309598,0.18313953488372092
0.04953560371517028,0.18313953488372092
0.04953560371517028,0.18895348837209303
0.05379256965944272,0.18895348837209303
0.05379256965944272,0.19186046511627908
0.05495356037151703,0.19186046511627908
0.05495356037151703,0.19767441860465115
0.0576625386996904,0.19767441860465115
0.0576625386996904,0.2005813953488372
0.05959752321981424,0.2005813953488372
0.05959752321981424,0.20348837209302326
0.06114551083591331,0.20348837209302326
0.06114551083591331,0.20930232558139536
0.06385448916408669,0.20930232558139536
0.06385448916408669,0.21220930232558138
0.06578947368421052,0.21220930232558138
0.06578947368421052,0.21511627906976744
0.06695046439628483,0.21511627906976744
0.06772445820433437,0.21511627906976744
0.06772445820433437,0.2180232558139535
0.06811145510835913,0.2180232558139535
0.06811145510835913,0.22093023255813954
0.06927244582043343,0.22093023255813954
0.06927244582043343,0.2238372093023256
0.0696594427244582,0.2238372093023256
0.0696594427244582,0.22674418604651161
0.07198142414860681,0.22674418604651161
0.07275541795665634,0.22674418604651161
0.07275541795665634,0.23255813953488372
0.07430340557275542,0.23255813953488372
0.07430340557275542,0.23546511627906977
0.07662538699690402,0.23546511627906977
0.07662538699690402,0.23837209302325582
0.0793343653250774,0.23837209302325582
0.0793343653250774,0.2441860465116279
0.08088235294117647,0.2441860465116279
0.081656346749226,0.2441860465116279
0.08204334365325078,0.2441860465116279
0.08204334365325078,0.25
0.08513931888544891,0.25
0.08591331269349846,0.25
0.08591331269349846,0.25290697674418605
0.08630030959752322,0.25290697674418605
0.08630030959752322,0.2558139534883721
0.08978328173374613,0.2558139534883721
0.09055727554179567,0.2558139534883721
0.09094427244582043,0.2558139534883721
0.09094427244582043,0.2616279069767442
0.09171826625386997,0.2616279069767442
0.09171826625386997,0.26453488372093026
0.09210526315789473,0.26453488372093026
0.09210526315789473,0.26744186046511625
0.0936532507739938,0.26744186046511625
0.0936532507739938,0.2703488372093023
0.09481424148606811,0.2703488372093023
0.09481424148606811,0.27325581395348836
0.09597523219814241,0.27325581395348836
0.09597523219814241,0.2761627906976744
0.10371517027863777,0.2761627906976744
0.10371517027863777,0.27906976744186046
0.10565015479876161,0.27906976744186046
0.10642414860681114,0.27906976744186046
0.10719814241486068,0.27906976744186046
0.10719814241486068,0.2819767441860465
0.10913312693498452,0.2819767441860465
0.10990712074303406,0.2819767441860465
0.11145510835913312,0.2819767441860465
0.11145510835913312,0.28488372093023256
0.1118421052631579,0.28488372093023256
0.1118421052631579,0.2877906976744186
0.1141640866873065,0.2877906976744186
0.1141640866873065,0.2936046511627907
0.11842105263157894,0.2936046511627907
0.11842105263157894,0.29651162790697677
0.12074303405572756,0.29651162790697677
0.12151702786377709,0.29651162790697677
0.12151702786377709,0.29941860465116277
0.1226780185758514,0.29941860465116277
0.12345201238390092,0.29941860465116277
0.12422600619195047,0.29941860465116277
0.12422600619195047,0.3023255813953488
0.12538699690402477,0.3023255813953488
0.12538699690402477,0.30523255813953487
0.12654798761609906,0.30523255813953487
0.12654798761609906,0.3081395348837209
0.12693498452012383,0.3081395348837209
0.12693498452012383,0.313953488372093
0.12770897832817338,0.313953488372093
0.12770897832817338,0.3168604651162791
0.13003095975232198,0.3168604651162791
0.13003095975232198,0.31976744186046513
0.13080495356037153,0.31976744186046513
0.13080495356037153,0.3226744186046512
0.13119195046439627,0.3226744186046512
0.13119195046439627,0.32558139534883723
0.1346749226006192,0.32558139534883723
0.1346749226006192,0.32848837209302323
0.13506191950464397,0.32848837209302323
0.13506191950464397,0.3313953488372093
0.1393188854489164,0.3313953488372093
0.1393188854489164,0.3372093023255814
0.15015479876160992,0.3372093023255814
0.15092879256965944,0.3372093023255814
0.1563467492260062,0.3372093023255814
0.1563467492260062,0.34011627906976744
